"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1243578682700173312","https://twitter.com/MetroSpeedy/status/1243578682700173312","Proud of our effort. Proud of our team. One Person Makes a Difference. Join Us!

#covid19 #getinvolved #sharethis #firstresponders #donatenow #foodvendors #brewedcoffee #masks https://t.co/wy1v3BahHu","2020-03-27 16:40 +0000","164.0","1.0","0.006097560975609756","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
