"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"793909345281011712","https://twitter.com/MetroSpeedy/status/793909345281011712","#Metrospeedy delivering to Barnes &amp; Noble!  #ispy #speedy #nyc #delivery #books #nycdelivery #green https://t.co/C5hAm4OxMz","2016-11-02 20:15 +0000","1169.0","20.0","0.01710863986313088","1.0","0.0","4.0","2.0","2.0","1.0","7.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"791751077507006464","https://twitter.com/MetroSpeedy/status/791751077507006464","Hey NYC ~ We are doing our part ~ Join us #replateyourmeals @re_plate @MetroSpeedy https://t.co/u785JmExti","2016-10-27 21:19 +0000","1013.0","5.0","0.004935834155972359","0.0","0.0","2.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"788535329288495104","https://twitter.com/MetroSpeedy/status/788535329288495104","We're making deliveries seemless and fun @Shakeshack
 #speedy #nyc #delivery #metrospeedy #eaterNY #HuffPostGreen #gogreen #burgers #foodie https://t.co/VPtjeiKCLx","2016-10-19 00:20 +0000","1323.0","13.0","0.009826152683295541","1.0","0.0","5.0","1.0","0.0","2.0","1.0","0.0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
